10.0,1814898.423,0.0003773163239999999,1392223.365
16.237767391887218,2010481.563,0.0004900923000000003,1536248.715
26.366508987303583,2293103.0656666667,0.0006512050413333334,1744283.473
42.81332398719393,2695637.47625,0.0008812681445000008,2040378.061
69.51927961775606,3288062.1078,0.001218531589800003,2477227.9798
112.88378916846884,4151895.3175,0.0017104395781666689,3112492.7145
183.29807108324357,5428203.814142857,0.002433966156285722,4053150.8582857144
297.63514416313194,7317200.591125,0.0035081888001250072,5442694.859875
483.2930238571752,10134008.166333333,0.005110824668777794,7515533.9335555555
784.7599703514607,14355213.4792,0.007496074764900007,10618725.622
1274.2749857031336,20702236.38418182,0.011074534532363626,15296062.16
2069.13808111479,30321979.192833334,0.01649265077000001,22374107.77425
3359.818286283781,44924244.41007692,0.024703650998076913,33126704.174
5455.594781168515,67199075.83435714,0.03722079136521431,49530090.04757143
8858.667904100823,101323461.25033334,0.05638318455493341,74636865.27653334
14384.498882876629,153697110.1869375,0.08576188399381253,113184676.15625
23357.21469090121,234389476.19164705,0.1309365704808235,172535091.1827647
37926.90190732246,358816841.05788887,0.20046826011722232,264144906.65266666
61584.82110660255,551334482.8718947,0.3080724925811062,405884143.20805264
100000.0,849887507.7825,0.4740907526023505,625655539.07425
